id,name,platform_id,logo,description,created_at,website
7517,"Namco Networks America, Inc.",6,None,None,"2015-12-09 06:42:12.786999",None
7518,"TaleWorlds Entertainment",0,None,None,"2015-12-09 06:42:36.529999",None
7519,"Nicklas Nygren",0,None,None,"2015-12-09 06:42:39.782000",None
7520,"Kreatoriet AB",0,None,None,"2015-12-09 06:42:39.862999",None
7521,TheWgames,6,None,None,"2015-12-09 07:21:29.101999",None
7522,iFun4All,6,https://images.igdb.com/igdb/image/upload//rf21ae0mekdmfbtpsfod.png,"We're a small indie studio located in Cracow, Poland. We create games focusing on atmosphere, storytelling and experience that goes along with an intuitive gameplay. We are the Mood Makers.","2015-12-09 09:05:35.227999",http://ifun4all.com
7523,Brawsome,6,None,None,"2015-12-09 11:26:39.278000",None
7524,4sdk,6,None,None,"2015-12-09 11:26:49.092999",None
7525,YeaBoing,6,None,None,"2015-12-09 11:26:50.520999",None
7526,"Secret Exit Ltd.",3,https://images.igdb.com/igdb/image/upload//mhodkwnrvlax6tgubf3y.png,None,"2015-12-09 11:26:53.743000",http://secretexit.com/
7527,"Hitbox Team",0,None,None,"2015-12-09 11:27:09.849999",None
7528,"Bohemia Interactive",6,None,None,"2015-12-09 11:27:39.323999",None
7529,"Team17 Software Ltd.",6,None,None,"2015-12-09 11:27:50.013000",None
7530,"StarWraith 3D Games LLC",0,None,None,"2015-12-09 11:27:53.496000",None
7531,1C:InoCo,6,None,None,"2015-12-09 11:28:14.427000",None
7532,"Red Redemption",6,None,None,"2015-12-09 11:28:20.280999",None
7533,"Bacon Wrapped Games",6,None,None,"2015-12-09 11:28:29.872999",None
7534,"WXP Games, LLC",6,None,None,"2015-12-09 11:28:35.835000",None
7535,subLOGIC,13,None,None,"2015-12-09 11:57:02.963000",None
7536,"OtherSide Games",6,None,None,"2015-12-09 13:18:21.930999",None
7537,Straandlooper,0,None,None,"2015-12-10 04:04:00.839999",None
7538,"Colibri Games",3,None,None,"2015-12-10 04:04:05.822000",None
7539,"Diamond Interactive",0,None,None,"2015-12-10 04:04:07.049000",None
7540,"Fire Hose Games",3,None,None,"2015-12-10 04:04:09.753999",None
7541,"Krystian Majewski",6,None,None,"2015-12-10 04:04:15.065999",None
7542,Zeroscale,6,None,None,"2015-12-10 04:04:22.872999",None
7543,"Bedlam Games",6,None,None,"2015-12-10 04:04:28.757999",None
7544,"",0,None,None,"2017-03-23 13:07:09.835748",None
7545,"Nevercenter Ltd. Co.",0,None,None,"2015-12-10 04:04:43.667999",None
7546,Pilgway,0,None,None,"2015-12-10 04:04:47.259000",None
7547,"Michael Brough",6,None,None,"2015-12-10 04:04:48.720999",None
7548,"Vanguard Games",6,None,None,"2015-12-10 04:04:51.881999",None
7549,"Jason Rohrer",6,None,None,"2015-12-10 04:04:59.607000",None
7550,"Geoff Keighley",0,None,None,"2015-12-10 04:05:01.987999",None
7551,"Twisted Pixel Games",6,None,None,"2015-12-10 04:05:08.773999",None
7552,"Pixelante Game Studios",6,None,None,"2015-12-10 04:05:29.956000",None
7553,PomPom,6,None,None,"2015-12-10 04:05:37.523999",None
7554,"Pom Pom Games",6,None,None,"2015-12-10 04:05:37.628000",None
7555,"Total Eclipse",3,None,None,"2015-12-10 04:05:40.390000",None
7556,"Total Eclipse P.C.",3,None,None,"2015-12-10 04:05:42.470000",None
7557,"Reloaded Games",6,None,None,"2015-12-10 04:05:51.747999",None
7558,Gamersfirst,6,None,None,"2015-12-10 04:05:53.911999",None
7559,"TURBO TAPE GAMES",6,None,None,"2015-12-10 04:06:03.039999",None
7560,"Olde SkÃ¼Ã¼l",6,None,None,"2015-12-10 04:06:06.203999",None
7561,"Interplay Entertainment Corp.",6,None,None,"2015-12-10 04:06:06.266999",None
7562,"Two Tribes",3,https://images.igdb.com/igdb/image/upload//ffskjvbkyuzhcnsuzpm4.png,"The rebooted development studio for Two Tribes Publishing.

Rive will be Two Tribes last, and the rebooted companies only, game. The studio will remain open but no new games will be developed.","2015-12-10 04:06:30.911000",http://www.twotribes.com/
7563,"",0,None,None,"2017-03-23 13:07:09.955616",None
7564,"RC Knight",6,None,None,"2015-12-10 04:06:48.168999",None
7565,"Charlie's Games",6,None,None,"2015-12-10 04:06:48.250999",None
7566,"Hassey Enterprises, Inc.",3,None,None,"2015-12-10 04:06:52.546999",None
7567,"Bootsnake Games",3,None,None,"2015-12-10 04:07:01.710999",None
7568,"Locked Door Puzzle",3,None,None,"2015-12-10 15:08:27.579999",None
7569,"Down to the Wire",6,None,None,"2015-12-10 22:25:44.211999",None
7570,Outerminds,6,None,None,"2015-12-11 03:24:24.216000",None
7571,"Virtual Basement LLC",6,None,None,"2015-12-11 05:27:54.240999",None
7572,"Code Headquarters LLC",6,None,None,"2015-12-11 05:27:54.411000",None
7573,"Japan Art Media",24,None,None,"2015-12-11 14:01:58.411999",None
7574,"Media Rings",24,None,None,"2015-12-11 14:01:58.825000",None
7575,"Hammer Glass Studio",3,https://images.igdb.com/igdb/image/upload//vzzvwgbaaiahs6znrm4r.png,"""Hammer Glass Studio is a small indy video game studio""","2015-12-11 19:40:28.438999",http://www.hammerglassstudio.com/
7576,"Juggernaut Games",3,None,None,"2015-12-11 22:06:57.078999",None
7577,"Psytec Games",3,https://images.igdb.com/igdb/image/upload//cfyhr5g2hxtcq8abwdnc.png,"""Psytec Games Ltd creates awesome Virtual Reality Games""","2015-12-11 22:38:26.519000",http://www.psytecgames.com/
7578,Hydrogames,6,https://images.igdb.com/igdb/image/upload//uraflm09upw3ii1mwbxf.png,"""All key peoples of Hydrogames studio have a huge experience in the game industry, graphic programming and virtual worlds creation, and have around 20 years of experience.

Our skills range is wide, from grachics or artificial intelligence programming to 3ds Max modeling and rigging, website creation, level designâ¦we can cover any side of game development.

Note that our staff is including the authors of the popular âkjapiâ game engine (www.kjapi.com).

Our teams members has been involved in numerous game developements on various platforms and systems, including pc computers, mobile devices and consoles.""","2015-12-11 23:02:35.687999",http://www.hydro-games.com/
7579,Wombat,0,None,None,"2015-12-12 06:34:16.954999",None
7580,"Fil Cartoons",0,None,None,"2015-12-12 06:34:49.257999",None
7581,"Flying Dutchman Studios",0,None,None,"2015-12-12 06:34:54.292999",None
7582,"London Metropolitan Orchestre",0,None,None,"2015-12-12 06:35:09.401000",None
7583,"Imperal Studios",0,None,None,"2015-12-12 06:35:27.430999",None
7584,"Westcliff-on Sea",0,None,None,"2015-12-12 06:35:27.888999",None
7585,"CTS Studio",0,None,None,"2015-12-12 06:35:32.529999",None
7586,"Cameo Production",0,None,None,"2015-12-12 06:36:46.263000",None
7587,"Incognito Stunt-Crew",0,None,None,"2015-12-12 06:36:51.871000",None
7588,"Mythos Studios",0,None,None,"2015-12-12 06:36:58.683000",None
7589,"MTTW S.L.",0,None,None,"2015-12-12 06:37:18.121000",None
7590,"VMC Hyderabad",0,None,None,"2015-12-12 06:37:19.888000",None
7591,"5DI Media Services",0,None,None,"2015-12-12 06:37:50.236000",None
7592,Mega64,0,None,None,"2015-12-12 06:38:01.688999",None
7593,"Kinetic Arts",0,None,None,"2015-12-12 06:41:03.246999",None
7594,"Sherer Design Associates",0,None,None,"2015-12-12 06:41:05.493000",None
7595,"Pyraponic Industries",0,None,None,"2015-12-12 06:41:14.719000",None
7596,"The Castle",0,None,None,"2015-12-12 06:44:09.869999",None
7597,"Unalis Corporation",0,None,None,"2015-12-12 06:44:14.924999",None
7598,"Athenaeum Productions",0,None,None,"2015-12-12 06:44:52.825000",None
7599,"CineSpark Motion Media",0,None,None,"2015-12-12 06:44:53.352999",None
7600,"Absinthe Pictures",0,None,None,"2015-12-12 06:44:53.740999",None
7601,"Room 222 Studios",0,None,None,"2015-12-12 06:46:35.793999",None
7602,"Hidden Gems",3,None,None,"2015-12-12 06:47:29.740000",None
7603,"Dancing Dots",6,None,None,"2015-12-12 06:47:46.091000",None
7604,"Vblank Entertainment, Inc.",3,None,None,"2015-12-12 06:47:48.496999",None
7605,"Golgoth Studio",6,None,None,"2015-12-12 06:48:10.230000",None
7606,"Ino-Co Plus",0,None,None,"2015-12-12 06:48:39.523999",None
7607,"Digital Reality Software & Playbox",6,None,None,"2015-12-12 06:48:59.983000",None
7608,"Attitude Studios",0,None,None,"2015-12-12 06:49:08.316999",None
7609,"Big Robot Ltd",6,None,None,"2015-12-12 06:49:21.328000",None
7610,"ExDream GmbH",6,None,None,"2015-12-12 06:49:25.190000",None
7611,Southend,6,None,None,"2015-12-12 06:49:28.424000",None
7612,"Skywalker Symphony Chorus",0,None,None,"2015-12-12 06:49:43.398000",None
7613,Cyanide,6,None,None,"2015-12-12 06:50:13.558000",None
7614,"Burut CT",6,None,None,"2015-12-12 06:50:28.614000",None
7615,"Jet Set Games",6,None,None,"2015-12-12 06:50:34.236999",None
7616,"Smudged Cat Games Ltd",6,None,None,"2015-12-12 06:51:09.857000",None
7617,"Yeti Trunk",6,None,None,"2015-12-12 06:51:12.444000",None
7618,"",0,None,None,"2017-03-23 13:07:10.229732",None
7619,"Illwinter Game Design",3,None,None,"2015-12-12 06:51:20.039999",None
7620,"Turtle Cream",3,None,None,"2015-12-12 06:51:26.174000",None
7621,"Cloud 9 Studio",6,None,None,"2015-12-12 06:51:29.599999",None
7622,Webzen,6,None,None,"2015-12-12 06:51:29.801000",None
7623,"Penny Arcade, Inc.",0,None,None,"2015-12-12 06:51:38.891999",None
7624,"BitSits Games",0,None,None,"2015-12-12 06:51:46.115000",None
7625,"Scorpio Sound",0,None,None,"2015-12-12 06:51:49.073999",None
7626,"O'Henry Sound Studios",0,None,None,"2015-12-12 06:51:51.380000",None
7627,"Cubed Productions LLC",6,None,None,"2015-12-12 06:52:01.934999",None
7628,"Doctor Entertainment AB",0,None,None,"2015-12-12 06:52:12.503000",None
7629,"",0,None,None,"2017-03-23 13:07:10.284471",None
7630,"",0,None,None,"2017-03-23 13:07:10.286703",None
7631,"Chaosium Inc",0,None,None,"2015-12-12 06:52:40.040999",None
7632,"Stealth Studios Inc.",6,None,None,"2015-12-12 06:52:54.092000",None
7633,"Bill Corkey Productions",0,None,None,"2015-12-12 06:53:07.188999",None
7634,"Lethal Sounds",0,None,None,"2015-12-12 06:53:07.332999",None
7635,"",0,None,None,"2017-03-23 13:07:10.306426",None
7636,"Kiz Studios",6,None,None,"2015-12-12 06:53:50.724999",None
7637,"Pinnacle Software",6,None,None,"2015-12-12 06:58:48.601000",None
7638,"Smack Down Productions",0,None,None,"2015-12-12 07:06:58.059000",None
7639,Securom,0,None,None,"2015-12-12 07:06:58.414999",None
7640,ATDI,0,None,None,"2015-12-12 07:07:02.032000",None
7641,"MZone Studio",0,None,None,"2015-12-12 07:07:02.153000",None
7642,"LTR Production",0,None,None,"2015-12-12 07:07:02.299000",None
7643,Prelight,0,None,None,"2015-12-12 07:07:02.608000",None
7644,"SOWAT 3BDC",0,None,None,"2015-12-12 07:07:07.493999",None
7645,"Vienna Symphonic Libary",0,None,None,"2015-12-12 07:07:14.496000",None
7646,"Heavy Melody Music & Sound Design",0,None,None,"2015-12-12 07:07:16.447999",None
7647,"Atari Interactive",6,None,None,"2015-12-12 07:07:53.415999",None
7648,"Alerte Orange",0,None,None,"2015-12-12 07:08:12.267999",None
7649,"Visual Link",0,None,None,"2015-12-12 07:08:12.686000",None
7650,Carburant,0,None,None,"2015-12-12 07:08:13.392999",None
7651,"Super Gazole",0,None,None,"2015-12-12 07:08:13.813999",None
7652,"DAS Team",0,None,None,"2015-12-12 07:08:14.503999",None
7653,EDS,0,None,None,"2015-12-12 07:08:28.963999",None
7654,"Codemasters KL",0,None,None,"2015-12-12 07:18:11.536999",None
7655,"Stick Man Studios",0,None,None,"2015-12-12 07:19:16.084000",None
7656,"Glass Egg",0,None,None,"2015-12-12 07:19:16.664999",None
7657,"Renault Merchandising",0,None,None,"2015-12-12 07:19:29.993000",None
7658,"Pixelfaunts Inc.",0,None,None,"2015-12-12 07:21:58.655999",None
7659,"Ignite Productions",0,None,None,"2015-12-12 07:22:04.398000",None
7660,"Thierry Words of Magic",0,None,None,"2015-12-12 07:22:27.371999",None
7661,"Clean Cuts Music and Sound Design",0,None,None,"2015-12-12 07:25:00.121999",None
7662,"Ignited LLC",0,None,None,"2015-12-12 07:25:02.588000",None
7663,Dreamworks,0,None,None,"2015-12-12 07:25:46.928999",None
7664,"Def Jam Records",0,None,None,"2015-12-12 07:27:17.530999",None
7665,"Bardel Entertainment",0,None,None,"2015-12-12 07:27:55.069999",None
7666,"Studio X Labs",0,None,None,"2015-12-12 07:27:55.598999",None
7667,"Driftwood Productions",0,None,None,"2015-12-12 07:27:56.299000",None
7668,"Quad Recording Studios",0,None,None,"2015-12-12 07:27:56.907000",None
7669,"The Hit Factory",0,None,None,"2015-12-12 07:27:57.084000",None
7670,"Leading Light Conceptual Design",0,None,None,"2015-12-12 07:30:15.315000",None
7671,"Long Mountain",0,None,None,"2015-12-12 07:30:15.563999",None
7672,"Vertical Slice",0,None,None,"2015-12-12 07:30:15.747999",None
7673,"Bob & Barn",0,None,None,"2015-12-12 07:30:22.311000",None
7674,"Shepperton Studios",0,None,None,"2015-12-12 07:30:25.710000",None
7675,"Localsoft Audio",0,None,None,"2015-12-12 07:30:52.062000",None
7676,"Chubby Pixel",3,https://images.igdb.com/igdb/image/upload//r5oluk6ozr7tkpcxxrj8.png,"Chubby Pixel is an indeÂ­penÂ­dent Italian game stuÂ­dio based in Milan, founded in 2012 by Fabio Ferrara and GiuÂ­lia Airoldi.","2015-12-12 15:56:53.480000",http://chubbypixel.com/
7677,"Giulia Airoldi",3,None,None,"2015-12-12 15:56:53.545000",None
7678,"Fabio Ferrara",3,None,None,"2015-12-12 15:56:53.604000",None
7679,"Giulia Airoldi",3,None,None,"2015-12-12 15:56:53.759999",None
7680,CyberCoconut,3,None,None,"2015-12-12 18:34:38.785000",None
7681,"Davide Caio",3,None,None,"2015-12-12 18:34:38.943000",None
7682,"NicolÃ² Azzolini",3,None,None,"2015-12-12 18:34:39.627000",None
7683,"Void Majestherion",0,None,None,"2015-12-12 18:34:39.700999",None
7684,"Mathieu Renaudat",0,None,None,"2015-12-12 18:34:39.783999",None
7685,"Luigi Di Guida",0,None,None,"2015-12-12 18:34:39.963000",None
7686,"Void Majestherion",3,None,None,"2015-12-12 18:34:41.193000",None
7687,"Mathieu Renaudat",3,None,None,"2015-12-12 18:34:41.279999",None
7688,"Luigi Di Guida",3,None,None,"2015-12-12 18:34:41.448999",None
7689,"Thunder Mountain",13,None,None,"2015-12-13 07:27:44.799000",None
7690,Phigames,6,None,None,"2015-12-13 11:09:38.653000",None
7691,Simutronics,34,None,None,"2015-12-13 16:31:48.088000",None
7692,Desunoya,6,None,None,"2015-12-13 18:48:21.658999",None
7693,"Butterscotch Shenanigans",6,https://images.igdb.com/igdb/image/upload//nirtbmxcq98whzas9dbu.png,"Butterscotch Shenanigans is a fiercely independent game studio of three brothers (Adam, Seth, Sam) located in St. Louis, MO and Dallas, TX. We make mechanically tight, aesthetically pleasing, loop-driven games with a dash of story and a heaping ladle of absurdity. Our core game portfolio (Quadropus Rampage, Towelfight 2, Flop Rocket, and Roid Rage) is primarily designed for mobile, though we are shifting towards platform-agnosticism (meaning our games will play just as well on mobile and desktop) starting with our upcoming title, Crashlands. What allows this transtion is our new game service, BscotchID, now integrated into our core portfolio on iTunes and Google Play.","2015-12-14 08:53:04.394999",http://www.butterscotch-shenanigans.com/
7694,"Xavi Canal, Ben Palgi",6,None,None,"2015-12-14 08:57:13.000999",None
7695,SMP,6,None,None,"2015-12-14 08:57:13.089999",None
7696,"Rudolf Kremers & Alex May",3,None,None,"2015-12-14 08:57:15.132999",None
7697,Tuna,3,None,None,"2015-12-14 08:57:15.176000",None
7698,"iPi Soft",0,None,None,"2015-12-14 08:57:16.219000",None
7699,"iPi Soft",0,None,None,"2015-12-14 08:57:16.279000",None
7700,"Code Mystics",20,None,None,"2015-12-14 08:57:28.913000",None
7701,"Dovetail Games",6,None,None,"2015-12-14 08:57:33.608000",None
7702,"",0,None,None,"2017-03-23 13:07:10.581715",None
7703,ioneo,6,None,None,"2015-12-14 08:57:44.158999",None
7704,"XSEED - duplicate",0,None,None,"2015-12-14 08:57:49.974999",None
7705,"No More Room in Hell Team",3,None,None,"2015-12-14 08:57:56.551000",None
7706,"Lever Games",3,None,None,"2015-12-14 08:57:56.605999",None
7707,KADOKAWA,0,None,None,"2015-12-14 08:57:57.894000",None
7708,"Games Foundry",6,None,None,"2015-12-14 08:58:00.936000",None
7709,"Games Foundry",6,None,None,"2015-12-14 08:58:01.111000",None
7710,Ascaron,0,None,None,"2015-12-14 08:58:19.951999",None
7711,"Radial Games Corp",3,None,None,"2015-12-14 08:58:25.536999",None
7712,"Radial Games",3,None,None,"2015-12-14 08:58:25.608000",None
7713,"Badland Studio",3,None,None,"2015-12-14 08:58:32.398999",None
7714,Scirra,0,None,None,"2015-12-14 08:58:34.796000",None
7715,"Alligator Pit",6,None,None,"2015-12-14 08:58:41.901000",None
7716,Neople,6,None,None,"2015-12-14 11:26:15.109999",None
7717,"Escalation Studios",6,None,None,"2015-12-14 16:19:27.196000",None
7718,"Perfect Square Studios",6,None,None,"2015-12-16 07:48:51.661999",None
7719,"Bankroll Studios",6,None,None,"2015-12-16 08:17:03.344000",None
7720,"Merritt Kopas",82,None,None,"2015-12-17 03:41:35.099999",None
7721,Porpentine,82,None,None,"2015-12-17 04:30:15.812999",None
7722,"Channel 4",0,None,None,"2015-12-17 07:01:17.355999",None
7723,Littleloud,39,None,None,"2015-12-17 07:01:17.453999",None
7724,"Channel 4",39,None,None,"2015-12-17 07:01:17.558000",None
7725,"Unfinished Pixel",3,None,None,"2015-12-17 18:43:32.549000",None
7726,SUKEBAN,3,https://images.igdb.com/igdb/image/upload//r2kkdtifklgcvoclb2b7.png,"We are a game developer based in Venezuela. Born as a blog discussing japanese pop culture, we took a huge interest in game making and decided it was the path we wanted to follow.","2015-12-18 05:09:34.446000",http://sukeban.moe/
7727,Lancarse,9,None,None,"2015-12-19 03:17:23.724999",None
7728,Blackmeal,0,None,None,"2015-12-20 09:09:55.398999",None
7729,Figs,0,None,None,"2015-12-20 09:09:56.092000",None
7730,"Native Prime",0,None,None,"2015-12-20 09:09:56.924999",None
7731,"Studio Florian CinevivÃ¹",0,None,None,"2015-12-20 09:10:43.798000",None
7732,"Betafix Services",0,None,None,"2015-12-20 09:10:43.895999",None
7733,"Abaira Publicidad",0,None,None,"2015-12-20 09:10:43.996000",None
7734,"Virtual Mix",0,None,None,"2015-12-20 09:10:44.828000",None
